Natsoft
Name,Number
Jawaharlal Nehru Technological University,30
Osmania University,25
University Of Madras,17
Kakatiya University,10
Acharya Nagarjuna University,7
Anna University,7
Andhra University,7
Madurai Kamaraj University,6
Bharathiar University,5
Bharathidasan University,5
Fairleigh Dickinson University,5
Northwestern Polytechnic University,5
