Dropbox
Name,Number
Carnegie Mellon University,21
University Of Southern California,11
Columbia University,7
Georgia Institute Of Technology,6
University Of Texas At Austin,5
Jawaharlal Nehru Technological University,4
Stanford University,4
State University Of New York At Stony Brook,4
University Of California,4
University Of Illinois At Urbanachampaign,4
Duke University,3
Illinois Institute Of Technology,3
