Coolsoft
Name,Number
Jawaharlal Nehru Technological University,9
 University Of Pune,6
 Osmania University,4
 Anna University,3
 Andhra University,3
 University Of Madras,3
 Annamalai University,2
 Bharathiar University,2
 Bharathidasan University,2
 Birla Institute Of Technology And Science,2
 West Bengal University Of Technology,2
