Anthem
Name,Number
Anna University,46
 Jawaharlal Nehru Technological University,34
 University Of Madras,22
 Anna University Chennai,15
 University Of Kerala,14
 Bharathiar University,12
 Mahatma Gandhi University,12
 Osmania University,12
 Visveswaraiah Technological University,11
 University Of Cincinnati,10
 Cochin University Of Science And Technology,9
