Square
Name,Number
University Of Waterloo,10
 Cornell University,6
 Carnegie Mellon University,5
 Georgia Institute Of Technology,5
 New York University,5
 Northwestern University,5
 The Georgia Institute Of Technology,5
 University Of Southern California,5
 Anna University,4
 Santa Clara University,4
 Carleton University,3
 University Of Toronto,3
