Infomatics
Name,Number
Anna University,6
 Acharya Nagarjuna University,3
 University Of Madras,2
 Blekinge Institute Of Technology,2
 Northwestern Polytechnic University,2
 Texas Am University Kingsville,2
 Andhra University,1
 Jnt University,1
 Institution Of Mechanical Engineers,1
 Institute Of Engineering And Technology,1
 Indira Gandhi National Open University,1
 Ganpat University,1
