Apple
Name,Number
University Of Southern California,152
 Carnegie Mellon University,125
 North Carolina State University,84
 University Of Waterloo,73
 San Jose State University,65
 Arizona State University,60
 The University Of Michigan,51
 Columbia University,47
 The Georgia Institute Of Technology,44
 The University Of Texas At Dallas,44
 Texas Am University,42
 Purdue University,40
