Cgi Technologies And Solutions
Name,Number
Jawaharlal Nehru Technological University,39
Anna University,32
Osmania University,16
Visveswaraiah Technological University,13
University Of Madras,12
Anna University Chennai,11
Andhra University,10
Jawaharlal Nehru Technological University Kakinada,10
University Of Mumbai,10
University Of Technology Of Madhya Pradesh,10
