Pinterest
Name,Number
Carnegie Mellon University,30
Columbia University,13
University Of Waterloo,11
University Of Southern California,8
New York University,6
Stanford University,6
University Of California,6
University Of Illinois At Urbanachampaign,5
Duke University,4
Georgia Institute Of Technology,4
The University Of Florida,4
