Tech Mahindra (americas)
Name,Number
Jawaharlal Nehru Technological University,19
University Of Madras,12
University Of Pune,12
Anna University,11
Uttar Pradesh Technical University,10
Osmania University,9
Biju Patnaik University Of Technology,8
Sri Venkateswara University,7
Andhra University,6
Indira Gandhi National Open University,6
Acharya Nagarjuna University,5
