Snap
Name,Number
University Of Southern California,26
 Carnegie Mellon University,21
 Columbia University,8
 Texas Am University,7
 Odessa National Polytechnic University,6
 New York University,6
 The Leland Stanford Junior University,6
 University Of California San Diego,6
 University Of Waterloo,5
 Cornell University,5
 The Ohio State University,5
 University Of California,5
