Maantic
Name,Number
Jawaharlal Nehru Technological University,9
 Anna University,4
 Andhra University,2
 Osmania University,2
 University Of Pune,2
 Jawaharlal Nehru Technology University,1
 Acharya Nagarjuna University,1
 Jawaharlal Nehru Technological University,1
 Jadavpur University,1
 Indian Institute Of Information Technology Bangalore,1
