Capgemini
Name,Number
University Of Mumbai,121
 Anna University,99
 Jawaharlal Nehru Technological University,91
 University Of Pune,85
 Osmania University,59
 University Of Madras,59
 Visveswaraiah Technological University,47
 Andhra University,39
 Anna University Chennai,37
 Uttar Pradesh Technical University,31
 Bharathidasan University,24
 Shivaji University,24
