Fmr
Name,Number
Anna University,20
Visveswaraiah Technological University,20
Jawaharlal Nehru Technological University,14
University Of Madras,10
Osmania University,9
Anna University Chennai,7
University Of Pune,6
University Of Bridgeport,6
Jawaharlal Nehru Technological University Hyderabad,5
Maharshi Dayanand University,5
The Birla Institute Of Technology And Science,5
