Vertogic
Name,Number
Osmania University,3
 Acharya Nagarjuna University,2
 Sri Venkateswara University,1
 Sri Krishnadevaraya University,1
 Sambalpur University,1
 Pondicherry University,1
 Osmani University,1
 M,1
 Karnataka State Open University,1
 Jawaharlal Nehru Technological University,1
 Indian Institue Of Technology  Roorkee,1
