Hexaware Technologies
Name,Number
Anna University,60
Jawaharlal Nehru Technological University,21
University Of Mumbai,20
University Of Madras,13
Bharathidasan University,12
Madurai Kamaraj University,10
Andhra University,8
Indira Gandhi National Open University,7
Rajiv Gandhi Proudyogiki Vishwavidyalaya,7
Osmania University,6
Bharathiar University,5
University Of Pune,5
