Comtec Consultants
Name,Number
University Of Madras,4
Andhra University,3
Northwestern Polytechnic University,2
Alagappa University,1
Sri Krishnadevaraya University,1
Sant Gadge Baba Amravati University,1
Rajiv Gandhi Proudyogiki Vishwavidalaya,1
Periyar University,1
Madurai Kamaraj University,1
Karnataka State Open University,1
Jawaharlal Technological University,1
