Skilltune Technologies
Name,Number
Jawaharlal Nehru Technological University,5
 Bangalore University,2
 Anna University,2
 Jawaharlal Nehru Technological University Hyderabad,2
 Acharya Nagarjuna University,2
 Manipal Academy Of Higher Education Deemed University,2
 Sikkim Manipal University,2
 University Of Madras,2
 University Of Mumbai,2
 Northwestern Polytechnic University,2
