Techdemocracy
Name,Number
Jawaharlal Nehru Technological University,9
 Anna University,3
 University Of Madras,2
 University Of Mumbai,2
 Andhra University,1
 Acharya Nagarjuna University,1
 Sathyabama Institute Of Science And Technology,1
 Rashtrasant Tukadoji Maharaj Nagpur University,1
 Osmania University,1
 Jawaharlal Nehru Technological University,1
