Branta Group
Name,Number
Visvesvaraya Technological University,2
 Lamar University,1
 University Of Petroleum And Energy Studies,1
 University Of Madras,1
 University Of Kerala,1
 University Of Calicut,1
 The Birla Institute Of Technology And Science,1
 Maharshi Dayanand University,1
 Madurai Kamraj University,1
 Jai Narain Vyas University,1
 Institute Of Technical Education And Research,1
