Linkedin
Name,Number
Carnegie Mellon University,123
 University Of Southern California,79
 Columbia University,31
 New York University,27
 San Jose State University,26
 University Of California,20
 Northeastern University,21
 Cornell University,20
 State University Of New York At Stony Brook,20
 North Carolina State University,18
 Northwestern University,18
