General Motors Company
Name,Number
Wayne State University,12
 Jawaharlal Nehru Technological University,10
 Michigan Technological University,10
 University Of Windsor,8
 University Of Michigan,7
 University Of Pune,6
 Clemson University,6
 Monash University,5
 Anna University,5
 Bharathiar University,5
 Osmania University,5
 Visvesvaraya Technological University,5
