Wipro
Name,Number
Anna University,50
 Jawaharlal Nehru Technological University,37
 Birla Institute Of Technology And Science,34
 Osmania University,24
 Bharathidasan University,22
 The Birla Institute Of Technology And Science,22
 University Of Madras,21
 West Bengal University Of Technology,16
 Anna University Chennai,15
 Madurai Kamaraj University,14
 Visvesvaraya Technological University,14
