MAPLEBEAR DBA INSTACART
Name,Number
University Of Southern California,9
 North Carolina State University,6
 Carnegie Mellon University,5
 Cornell University,4
 Georgia Institute Of Technology,4
 Northeastern University,4
 Santa Clara University,4
 University Of Waterloo,3
 Columbia University,3
 New York University,3
 Stanford University,3
 University Of San Francisco,3
