Amgen
Name,Number
University Of Southern California,25
University Of South Florida,12
Northeastern University,11
Keck Graduate Institute,6
Anna University,5
Duke University,5
Carnegie Mellon University,4
Massachusetts Institute Of Technology,4
University Of Connecticut,4
Universidade De Sao Paulo,3
The Pennsylvania State University,3
Wright State University,3
