Ford Motor Company
Name,Number
Michigan Technological University,19
 Clemson University,16
 Wayne State University,16
 Jawaharlal Nehru Technological University,12
 The University Of Michigan,12
 Anna University,9
 Osmania University,6
 Visveswaraiah Technological University,6
 Lawrence Technological University,6
 University Of Michigandearborn,6
 Michigan State University,5
 University Of Michigan,5
