Synopsys
Name,Number
University Of Southern California,17
 San Jose State University,16
 Arizona State University,13
 University Of Cincinnati,8
 Northeastern University,7
 Portland State University,7
 Santa Clara University,6
 The University Of Texas At Dallas,6
 University Of Delhi,5
 North Carolina State University,5
 Syracuse University,5
 State Engineering University Of Armenia,4
