Micron Technology
Name,Number
University Of Southern California,21
Arizona State University,19
Rochester Institute Of Technology,15
National University Of Singapore,13
Texas Am University,12
University Of Florida,12
State University Of New York At Buffalo,11
University Of California,10
Boise State University,8
Purdue University,8
University Of Utah,8
Georgia Institute Of Technology,7
