Red Hat
Name,Number
North Carolina State University,7
 University Of Madras,5
 Northeastern University,4
 Boston University,3
 The University Of Texas At Dallas,3
 Worcester Polytechnic Institute,3
 Beijing Forestry University,2
 Madurai Kamaraj University,2
 Maharshi Dayanand University,2
 Osmania University,2
 Uttar Pradesh Technical University,2
 Syracuse University,2
