Skilled In Management
Name,Number
University Of Ghana,13
Our Lady Of Fatima University,13
Kwame Nkrumah University Of Science And Technology,10
Kenya Medical Training College,9
National Open University Of Nigeria,9
University Of Cape Coast,8
Northern Caribbean University,8
Ladoke Akintola University Of Technology,8
University Of The Visayas,8
Charles Roza School Of Nursing,7
