Caspex
Name,Number
Coimbatore Institute Of Technology Bharathiar University,2
 Sri Muthukumaran Institute Of Technology,2
 Kakatiya University,2
 University Of Madras,2
 Governors State University,2
 University Of Houston ,1
 The University Of North Carolina At Charlotte,1
 Visveswaraiah Technological Institute,1
 Swami Ramanand Teerth Marathwada University,1
 Sri Venkateswara University,1
