Cummins
Name,Number
Michigan Technological University,49
 Purdue University,38
 The University Of Michigan,26
 The University Of Florida,13
 The University Of Texas At Arlington,13
 University Of Michigan,13
 Bradley University,12
 The Ohio State University,11
 The Pennsylvania State University,11
 University Of Illinois,11
 University Of Pune,10
 Indiana University,10
