Hcl America
Name,Number
Anna University,184
 University Of Madras,134
 Jawaharlal Nehru Technological University,85
 Madurai Kamaraj University,67
 Bharathidasan University,64
 Osmania University,59
 Indira Gandhi National Open University,56
 Uttar Pradesh Technical University,52
 Visveswaraiah Technological University,34
 Bharathiar University,36
