Markit North America
Name,Number
Mcgill University,3
 Kurukshetra University,3
 New York University,3
 University Of North Texas,3
 Banaras Hindu University,2
 Gujarat University,2
 Uttar Pradesh Technical University,2
 Guru Gobind Singh Indraprashta University,1
 Dalhousie University,1
 Goa University,1
 Gauhati University,1
 Dr,1
