Okta
Name,Number
San Jose State University,5
 Syracuse University,4
 The University Of Florida,4
 University Of Southern California,4
 University Of Mumbai,3
 North Carolina State University,3
 Northeastern University,3
 Santa Clara University,3
 State University Of New York At Buffalo,3
 Anna University,2
 Pondicherry University,2
 University Of Kerala,2
