Intraedge
Name,Number
Anna University,10
Jawaharlal Nehru Technological University,9
Visveswaraiah Technological University,8
Osmania University,6
Uttar Pradesh Technical University,4
Maharishi University Of Management,4
University Of Central Missouri,4
Andhra University,3
University Of Mumbai,3
University Of Rajasthan,3
Arizona State University,3
Bharathiar University,2
