IBM
Name,Number
Jawaharlal Nehru Technological University,41
University Of Pune,33
Anna University,30
University Of Madras,25
Osmania University,24
University Of Mumbai,23
University Of Technology Of Madhya Pradesh,20
Visveswaraiah Technological University,19
West Bengal University Of Technology,19
Andhra University,14
North Carolina State University,13
