Infosys
Name,Number
Anna University,263
 Jawaharlal Nehru Technological University,202
 Visveswaraiah Technological University,141
 Anna University Chennai,106
 Osmania University,103
 University Of Pune,74
 University Of Madras,70
 University Of Mumbai,66
 Uttar Pradesh Technical University,65
 West Bengal University Of Technology,63
 University Of Technology Of Madhya Pradesh,56
