Humac
Name,Number
Anna University,3
 Jawaharlal Nehru Technological University,2
 Northwestern Polytechnic University,2
 University Of Houston Clear Lake,2
 Biju Patnaik University Of Technologyorissa Rourkela,1
 Anna University Coimbatore Adhiyamann College Of Engineering Hosur,1
 Nagpur Universityrashtrasant Tukadoji Maharaj Nagpur University,1
 Nagpur University,1
 Jaypee University Of Engineering And Technology,1
