Bloomberg
Name,Number
New York University,41
 Columbia University,35
 University Of Southern California,26
 Carnegie Mellon University,20
 University Of Pennsylvania,17
 Rutgers,16
 Virginia Polytechnic Institute And State University,15
 Cornell University,14
 Boston University,13
 State University Of New York At Buffalo,13
 State University Of New York At Stony Brook,12
 North Carolina State University,11
