Databricks
Name,Number
Carnegie Mellon University,9
 University Of California,3
 University Of Waterloo,2
 Cochin University Of Science And Technology,2
 Northeastern University,2
 Oklahoma State University,2
 University Of Pennsylvania,2
 University Of Wisconsinmadison,2
 Jawaharlal Nehru Technological University,1
 Indira Gandhi National Open University,1
 Indian Institute Of Technology Bombay,1
