Twitter
Name,Number
Carnegie Mellon University,33
University Of Southern California,15
Columbia University,14
Cornell University,12
University Of Waterloo,10
The University Of Texas At Dallas,9
North Carolina State University,8
San Jose State University,8
University Of California,8
The University Of Waterloo,6
Georgia Institute Of Technology,6
