Ind Soft
Name,Number
Osmania University,2
 Northwestern Polytechnic University,2
 University Of Houston ,2
 Central Michigan University,1
 University Of Mumbai,1
 University Of Madras,1
 Osmaina University,1
 Kakatiya University,1
 Jawaharlal Nehru Technological University Hyderabad,1
 Jawaharlal Nehru Technological University,1
 Institution Of Mechanical Engineers India,1
