Savannah-chatham County Public School System
Name,Number
The University Of The West Indies,17
 International University Of The Carribbean,14
 Western Carolina University,12
 University Of The West Indies,11
 Osmania University,5
 Church Teachers College Mandeville,4
 The Mico University College,4
 University Of Technology,4
 Mount Saint Vincent University,3
 Northern Carribbean University,3
