Advanced Micro Devices
Name,Number
North Carolina State University,29
 Arizona State University,26
 University Of Southern California,26
 The University Of Texas At Dallas,21
 Portland State University,11
 San Jose State University,11
 Texas Am University,11
 Purdue University,10
 Jawaharlal Nehru Technological University,9
 University Of Florida,9
 University Of Texas At Dallas,7
 Georgia Institute Of Technology,6
