Epam Systems
Name,Number
Belarusian State University Of Informatics And Radioelectronics,82
 Belarusian State University,39
 Belarusian National Technical University,15
 National Technical University Of Ukraine Kyiv Polytechnic Institute,15
 Kharkiv National University Of Radio Electronics,14
 National Aviation University,11
 Francisk Skorina Gomel State University,9
