Mastech Digital Technologies
Name,Number
Anna University,68
 Jawaharlal Nehru Technological University,57
 Visvesvaraya Technological University,22
 Biju Patnaik University Of Technology,17
 Rajiv Gandhi Proudyogiki Vishwavidyalaya,14
 University Of Mumbai,10
 Acharya Nagarjuna University,9
 Andhra University,8
 Osmania University,8
 Bharathidasan University,7
 Madurai Kamaraj University,6
