System Soft Technologies
Name,Number
Jawaharlal Nehru Technological University,13
Osmania University,11
Acharya Nagarjuna University,7
Northwestern Polytechnic University,5
Andhra University,4
Anna University,3
Sri Venkateswara University,3
University Of Madras,3
Indiana State University,3
Alagappa University,2
Bangalore University,2
Jawaharlal Nehru Technological University Kakinada,2
