Atos Syntel
Name,Number
Anna University,12
University Of Pune,9
University Of Mumbai,8
Jawaharlal Nehru Technological University,7
Anna University Chennai,4
Jawaharlal Nehru Technological University Kakinada,4
Andhra University,3
Bharathidasan University,3
Dr,3
Gautam Buddh Technical University,3
Sri Venkateswara University,3
