Intuit
Name,Number
San Jose State University,47
 Northeastern University,23
 Rochester Institute Of Technology,23
 University Of Southern California,20
 Visveswaraiah Technological University,16
 Carnegie Mellon University,15
 San Diego State University,14
 University Of Texas At Dallas,11
 The University Of Texas At Dallas,10
 University Of Mumbai,8
 Anna University,7
 University Of Madras,7
