Sap America
Name,Number
Visveswaraiah Technological University,24
 Anna University,13
 Bangalore University,12
 Visvesvaraya Technological University,10
 Visveswaraiah Technological University,9
 Jawaharlal Nehru Technological University,8
 Shanghai Jiao Tong University,4
 Rajiv Gandhi Proudyogiki Vishwavidyalaya,4
 The Birla Institute Of Technology And Science,4
