Deloitte Consulting
Name,Number
University Of Mumbai,82
Anna University,53
Jawaharlal Nehru Technological University,47
University Of Pune,41
Visveswaraiah Technological University,28
Anna University Chennai,27
Osmania University,27
University Of Technology Of Madhya Pradesh,20
Uttar Pradesh Technical University,19
University Of Madras,18
Madurai Kamaraj University,14
