Coinbase
Name,Number
Carnegie Mellon University,14
Columbia University,3
Northwestern University,3
The Georgia Institute Of Technology,3
University Of Waterloo,2
Cornell University,2
New York University,2
North Carolina State University,2
Northeastern University,2
Purdue University,2
The University Of North Carolina At Chapel Hill,2
University Of California,2
