Zillow
Name,Number
Arizona State University,12
 University Of Southern California,12
 University Of Washington,12
 New York University,9
 Carnegie Mellon University,7
 Georgia Institute Of Technology,7
 Purdue University,5
 University Of California,4
 Northeastern University,4
 San Jose State University,4
 University Of Minnesota,4
