Thumbtack
Name,Number
Stanford University,3
 University Of Southern California,3
 Carnegie Mellon University,2
 Northwestern University,2
 Santa Clara University,1
 Purdue University,1
 Johns Hopkins University,1
 Georgia Institute Of Technology,1
 Columbia University,1
 Colgate University,1
 Trinity College Dublin,1
 West Bengal University Of Technology,1
