Waymo
Name,Number
Carnegie Mellon University,29
University Of California,8
University Of Southern California,9
University Of Waterloo,8
Stanford University,8
Massachusetts Institute Of Technology,7
University Of Michigan,6
Harvard University,5
University Of Pennsylvania,5
University Of Wisconsinmadison,5
Purdue University,4
