Compunnel Software Group
Name,Number
Anna University,123
 Jawaharlal Nehru Technological University,66
 Osmania University,40
 University Of Madras,28
 Andhra University,25
 University Of Mumbai,22
 Bharathidasan University,21
 Acharya Nagarjuna University,20
 Visveswaraiah Technological University,20
 Anna University Chennai,19
 Bharathiar University,19
 Rajiv Gandhi Proudyogiki Vishwavidyalaya,17
