Zoom Video Communications
Name,Number
Carnegie Mellon University,3
Hefei University Of Technology,2
University Of Science And Technology Of China,2
Stevens Institute Of Technology,2
University Of California,2
Birla Institute Of Technology Science,1
Andhra University,1
Shanxi University,1
Jilin University,1
Hangzhou University Now Hangzhou Vocational Technical College,1
