Xoriant
Name,Number
University Of Mumbai,8
 Northwestern Polytechnic University,5
 Osmania University,4
 Anna University,3
 University Of Madras,3
 University Of Pune,3
 Andhra University,2
 Bangalore University,2
 Bharathidasan University,2
 Rashtrasant Tukadoji Maharaj Nagpur University,2
 Sikkim Manipal University,2
 Sindhudurg Shikshan Prasarak Mandals College Of Engineering University Of Mumbai,2
