Virtusa
Name,Number
Anna University,57
 Jawaharlal Nehru Technological University,44
 Osmania University,28
 University Of Madras,18
 Sri Lanka Institute Of Information Technology,15
 Acharya Nagarjuna University,10
 Andhra University,9
 University Of Pune,9
 Bharathidasan University,8
 West Bengal University Of Technology,8
 University Of Colombo,8
