Antra
Name,Number
New Jersey Institute Of Technology,10
Illinois Institute Of Technology,7
Stevens Institute Of Technology,4
The George Washington University,4
Gannon University,3
Oregon State University,3
University Of California,3
Carnegie Mellon University,2
Colorado State University,2
Depaul University,2
George Mason University,2
New York University,2
