Applied Materials
Name,Number
San Jose State University,14
 University Of California,10
 Arizona State University,6
 University Of Southern California,6
 Stanford University,5
 The University Of Michigan,5
 The University Of Texas At Dallas,5
 Visveswaraiah Technological University,4
 Massachusetts Institute Of Technology,4
 North Carolina State University,4
 Purdue University,4
 Rochester Institute Of Technology,4
