The Boston Consulting Group
Name,Number
Harvard University,43
Massachusetts Institute Of Technology,31
Northwestern University,30
University Of Pennsylvania,25
Columbia University,20
Stanford University,18
The University Of Chicago,14
Duke University,13
Dartmouth College,12
The University Of Michigan,9
The University Of Virginia,9
Columbia University In The City Of New York,7
