Cerner
Name,Number
University Of Central Missouri,23
 Northwest Missouri State University,16
 University Of Missouri  Kansas City,11
 Rochester Institute Of Technology,10
 Texas Tech University,10
 Syracuse University,9
 University Of Missourikansas City,9
 University Of Houston,8
 University Of Texas At Arlington,8
 Kansas State University,7
 State University Of New York At Buffalo,7
 University Of Texas At Dallas,7
